ID,EHR_kood,TaisAadress,Maakond,KOV,KOV_voi_LinnaOsa,Tänav_Hoone_Nr,Esmane_Kasutuselevotu_Aasta,Ajastu,Hooneosade_Arv,Hooneosade_Arv_Normaliseeritud,Ruumide_Arv,Maksimaalne_Korruste_Arv,Korterite arv trepikojas,Liftid,Trepikodade_Arv,MaaAluste_Korruste_Arv,Korgus,Korgus_Umardatud,Laius,Pikkus,EhitusAlune_Pindala,Suletud_Netopindala,Building_Common_Area,Heated_Area,Välisseina_liik,Valisnurkade Arva,Sisenurkade Arv,Katusekatte materjal,Soojusvarustuse liik,Lamekatus_0/1,kahepoolne_kaldkatus_0/1,ühepoole_kaldkatus_0/1,Lodzad_0/1,Rõdud_0/1,Otstes aknad_0/1,Energy_Certificate_Class,Asein_märgis,Aaken_märgis
365,108009540,"Lääne-Viru maakond, Rakvere linn, Lai tn 5",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Lai tn 5,1960,1951-1960,17,20,67,3,5.666666666666667,0,1,1,13.5,13.5,12.9,31.1,358.0,957.9,186.0,830.7,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,D,482.2,187.89999999999998
208,103024426,"Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 5",Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 5,1981,1981-1990,18,20,85,3,1.5,0,4,1,12.3,12.5,10.7,52.5,606.0,1565.2,428.7,1284.4,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,1,0,0.0,C,736.5999999999999,223.9
236,101023544,"Harju maakond, Tallinn, Nõmme linnaosa, Ilmarise tn 2",Harju maakond, Tallinn, Nõmme linnaosa, Ilmarise tn 2,1973,1971-1980,18,20,85,3,2.0,0,3,1,11.4,11.5,,,448.0,1320.4,422.3,1012.8,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,E,742.0,184.0
130,111029723,"Valga maakond, Otepää vald, Otepää linn, Piiri tn 6",Valga maakond, Otepää vald, Otepää linn, Piiri tn 6,1954,1951-1960,4,0,14,2,2.0,0,1,0,7.1,7.0,10.1,13.0,135.0,181.1,38.8,168.2,puit,6,2,'plekk','kohtküte',0,1,0,0,0,1.0,D,422.2,129.4
266,103024450,"Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 1",Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 1,1972,1971-1980,18,20,87,3,2.0,0,3,1,10.3,10.5,,,452.0,1255.3,362.9,1011.3,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,C,674.9,201.6
168,103024451,"Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 3",Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 3,1975,1971-1980,18,20,87,3,2.0,0,3,1,10.7,10.5,,49.0,473.5,1245.2,358.0,1006.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,C,674.9,208.5
131,103027785,"Pärnu maakond, Põhja-Pärnumaa vald, Vändra alev, Turu tn 11",Pärnu maakond, Põhja-Pärnumaa vald, Vändra alev, Turu tn 11,1987,1981-1990,18,20,87,3,2.0,0,3,1,10.0,10.0,10.0,48.0,479.0,1433.7,212.4,1075.3,väikeplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,,0.0,0.0
17,104012153,"Tartu maakond, Tartu vald, Äksi alevik, Rääbise tn 2",Tartu maakond, Tartu vald, Äksi alevik, Rääbise tn 2,1979,1971-1980,18,20,87,3,2.0,0,3,1,12.6,12.5,11.0,48.4,476.9,1538.4,512.1,1161.9,väikeplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',0,1,0,0,0,0.0,D,917.3,200.6
12,104019496,"Tartu maakond, Tartu linn, Ilmatsalu alevik, Aasa tee 1",Tartu maakond, Tartu linn, Ilmatsalu alevik, Aasa tee 1,1972,1971-1980,18,20,87,3,2.0,0,3,1,10.2,10.0,,,438.0,1305.8,424.1,998.0,tellis,4,0,'eterniit','kaugküte',1,0,0,0,0,1.0,C,693.0,236.0
15,104019497,"Tartu maakond, Tartu linn, Ilmatsalu alevik, Aasa tee 3",Tartu maakond, Tartu linn, Ilmatsalu alevik, Aasa tee 3,1974,1971-1980,18,20,87,3,2.0,0,3,1,10.4,10.5,,,438.0,1305.8,122.3,998.0,tellis,4,0,'eterniit','kaugküte',1,0,0,0,0,1.0,E,693.0,236.0
77,104028136,"Tartu maakond, Tartu vald, Kõrveküla alevik, Vasula tee 9",Tartu maakond, Tartu vald, Kõrveküla alevik, Vasula tee 9,1987,1981-1990,18,20,85,3,2.0,0,3,1,13.1,13.0,11.4,51.9,558.1,1677.1,137.9,1171.6,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',0,1,0,1,0,1.0,E,1084.0,247.0
32,104030648,"Tartu maakond, Elva vald, Elva linn, Kirde tn 10",Tartu maakond, Elva vald, Elva linn, Kirde tn 10,1975,1971-1980,18,20,87,3,2.0,0,3,1,10.6,10.5,10.4,48.3,498.0,1508.3,449.2,1220.4,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,D,656.0,133.0
30,104032586,"Tartu maakond, Elva vald, Elva linn, Õuna tn 4",Tartu maakond, Elva vald, Elva linn, Õuna tn 4,1977,1971-1980,18,20,87,3,2.0,0,3,1,10.0,10.0,,,478.0,1489.8,253.3,1290.6,väikeplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,C,751.0,127.0
165,104034877,"Tartu maakond, Elva vald, Rõngu alevik, Aia tn 2",Tartu maakond, Elva vald, Rõngu alevik, Aia tn 2,1980,1971-1980,18,20,76,3,2.0,0,3,1,12.4,12.5,9.9,48.8,474.0,1531.1,504.2,1152.0,väikeplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,0,0,0.0,E,858.9,189.1
33,104036099,"Tartu maakond, Tartu linn, Tartu linn, Tähe tn 54",Tartu maakond, Tartu linn, Tartu linn, Tähe tn 54,1953,1951-1960,18,20,77,3,2.0,0,3,1,11.5,11.5,,,447.0,1179.5,253.0,1011.0,tellis,12,6,'eterniit','kaugküte',0,1,0,0,0,1.0,E,730.0,158.0
213,106007373,"Saare maakond, Saaremaa vald, Kuressaare linn, Mooni tn 4",Saare maakond, Saaremaa vald, Kuressaare linn, Mooni tn 4,1988,1981-1990,18,20,84,3,2.0,0,3,1,10.0,10.0,11.0,51.8,531.0,1661.4,508.7,1757.4,suurplokk,18,14,'plaatmaterjal (seal hulgas tsementkiudplaat)',"'kaugküte', 'kohtküte'",0,1,0,1,0,0.0,D,1170.7,336.9
162,106016641,"Saare maakond, Saaremaa vald, Valjala alevik, Posti tn 16",Saare maakond, Saaremaa vald, Valjala alevik, Posti tn 16,1976,1971-1980,18,20,87,3,2.0,0,3,1,10.6,10.5,8.4,48.8,442.0,1311.6,421.9,935.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',0,0,1,0,0,1.0,C,741.9,202.6
51,106019250,"Saare maakond, Saaremaa vald, Kuressaare linn, Tallinna tn 68",Saare maakond, Saaremaa vald, Kuressaare linn, Tallinna tn 68,1986,1981-1990,18,20,88,3,2.0,0,3,1,11.0,11.0,,,480.0,1434.7,415.4,1152.9,väikeplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,D,892.4,172.0
153,108014420,"Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Puiestee tn 15",Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Puiestee tn 15,1986,1981-1990,18,20,84,3,2.0,0,3,1,11.3,11.5,11.7,52.2,533.0,1648.1,518.9,1250.7,suurplokk,4,0,'katusekivi','kaugküte',0,1,0,1,0,0.0,C,1252.0,204.7
112,110009814,"Põlva maakond, Põlva vald, Põlva linn, Piiri tn 17",Põlva maakond, Põlva vald, Põlva linn, Piiri tn 17,1974,1971-1980,18,20,87,3,2.0,0,3,1,9.6,9.5,,,444.0,1256.4,355.5,1023.0,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,C,665.0,257.0
217,110009951,"Põlva maakond, Põlva vald, Põlva linn, Jaama tn 24b",Põlva maakond, Põlva vald, Põlva linn, Jaama tn 24b,1976,1971-1980,18,20,87,3,2.0,0,3,1,10.0,10.0,,,513.0,1476.6,423.4,1043.7,tellis,4,0,'muu','kaugküte',1,0,0,0,0,0.0,C,839.0,195.3
163,111025127,"Valga maakond, Tõrva vald, Tõrva linn, Metsa tn 2",Valga maakond, Tõrva vald, Tõrva linn, Metsa tn 2,1971,1971-1980,18,20,87,3,2.0,0,3,1,10.0,10.0,9.0,40.0,423.0,1264.5,73.4,1020.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,0,0,0.0,B,665.0,257.0
67,112017143,"Viljandi maakond, Viljandi linn, Riia mnt 67",Viljandi maakond, Viljandi linn, Viljandi linn, Riia mnt 67,1982,1981-1990,18,20,84,3,2.0,0,3,1,10.5,10.5,11.7,52.2,561.0,1644.3,538.8,1225.0,suurplokk,4,0,'muu','kaugküte',1,0,0,1,0,0.0,D,0.0,0.0
83,114009586,"Jõgeva maakond, Põltsamaa vald, Adavere alevik, Kesk tn 3",Jõgeva maakond, Põltsamaa vald, Adavere alevik, Kesk tn 3,1978,1971-1980,18,20,87,3,2.0,0,3,1,11.0,11.0,,,511.0,1482.0,445.7,1043.7,väikepaneel,4,2,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,0,0,0.0,D,737.9000000000001,203.3
86,116007008,"Harju maakond, Saue vald, Haiba küla, Kuuse tee 5",Harju maakond, Saue vald, Haiba küla, Kuuse tee 5,1985,1981-1990,18,20,84,3,2.0,0,3,1,10.8,11.0,12.0,52.0,616.0,1594.0,470.3,1123.7,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,1,0,0.0,D,703.6,275.20000000000005
255,116008735,"Harju maakond, Kose vald, Ravila alevik, Ravila tee 6",Harju maakond, Kose vald, Ravila alevik, Ravila tee 6,1973,1971-1980,18,20,87,3,2.0,0,3,1,10.5,10.5,8.5,48.9,409.0,1282.5,357.4,903.1,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,F,653.8000000000001,243.1
82,116009206,"Harju maakond, Kose vald, Kose alevik, Vahtra vkt 14",Harju maakond, Kose vald, Kose alevik, Vahtra vkt 14,1980,1971-1980,18,20,82,3,2.0,0,3,1,12.0,12.0,12.0,52.0,545.0,1780.7,656.1,1289.0,suurplokk,4,0,'eterniit','kaugküte',0,1,0,1,0,0.0,C,835.0,244.0
343,116017124,"Harju maakond, Raasiku vald, Aruküla alevik, Tallinna mnt 30",Harju maakond, Raasiku vald, Aruküla alevik, Tallinna mnt 30,1977,1971-1980,18,20,84,3,2.0,0,3,1,12.1,12.0,,,602.2,1637.4,522.8,1270.0,suurpaneel,8,4,'plekk',"'kohtküte', 'kaugküte'",0,1,0,1,0,0.0,C,836.0,287.0
4,116018374,"Harju maakond, Rae vald, Jüri alevik, Ehituse tn 20",Harju maakond, Rae vald, Jüri alevik, Ehituse tn 20,1986,1981-1990,18,20,85,3,2.0,0,3,1,12.7,12.5,,,557.0,1673.1,531.3,1286.0,suurplokk,4,0,'plekk','kaugküte',0,1,0,1,0,0.0,E,1094.8,203.60000000000002
7,116022478,"Harju maakond, Viimsi vald, Viimsi alevik, Pargi põik 4",Harju maakond, Viimsi vald, Viimsi alevik, Pargi põik 4,1980,1971-1980,18,20,87,3,2.0,0,3,1,46.8,47.0,11.1,52.0,594.0,1592.0,437.9,1592.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,E,851.0,271.0
302,116033624,"Harju maakond, Saue vald, Laagri alevik, Redise tn 9",Harju maakond, Saue vald, Laagri alevik, Redise tn 9,1992,1991-2000,18,20,99,3,2.0,0,3,1,14.4,14.5,,,578.0,2029.8,640.2,1479.6,suurpaneel,4,0,'plekk','kaugküte',0,1,0,1,0,0.0,D,698.8,229.3
11,101004690,"Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7",Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7,1962,1961-1970,18,20,72,3,3.0,0,2,1,11.3,11.5,,,332.0,886.0,176.7,709.0,suurplokk,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,E,279.0,167.0
98,101011434,"Harju maakond, Tallinn, Kesklinna linnaosa, Uus-Sadama tn 15",Harju maakond, Tallinn, Kesklinna linnaosa, Uus-Sadama tn 15,1958,1951-1960,18,20,72,3,3.0,0,2,0,11.3,11.5,13.2,35.0,445.0,1031.1,90.4,1031.1,tellis,4,0,'plekk','lokaalküte',0,1,0,0,0,1.0,E,0.0,0.0
198,101012554,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Telliskivi tn 9",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Telliskivi tn 9,1968,1961-1970,18,20,72,3,3.0,0,2,1,10.9,11.0,11.3,31.0,337.0,1022.0,293.8,812.0,tellis,4,0,'eterniit','lokaalküte',0,1,0,0,0,1.0,G,533.0,144.0
372,104017249,"Tartu maakond, Tartu linn, Tartu linn, Ravila tn 30",Tartu maakond, Tartu linn, Tartu linn, Ravila tn 30,1969,1961-1970,18,20,72,3,3.0,0,2,1,12.0,12.0,,,359.0,1122.7,338.4,859.0,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1.0,B,550.0,179.0
16,104032331,"Tartu maakond, Elva vald, Elva linn, Pikk tn 61",Tartu maakond, Elva vald, Elva linn, Pikk tn 61,1970,1961-1970,18,20,72,3,3.0,0,2,1,16.0,16.0,,,377.0,1138.6,73.0,862.6,tellis,4,0,"'muu', 'plekk'",'kaugküte',0,1,0,0,0,0.0,C,582.0,141.0
84,108017293,"Lääne-Viru maakond, Tapa vald, Tapa linn, Pikk tn 8",Lääne-Viru maakond, Tapa vald, Tapa linn, Pikk tn 8,1959,1951-1960,18,20,78,3,3.0,0,2,1,16.9,17.0,13.4,36.7,473.0,1241.2,319.5,921.7,tellis,6,2,'plekk','kaugküte',0,1,0,0,0,1.0,C,760.0,176.6
295,109017291,"Rapla maakond, Rapla vald, Rapla linn, Võsa tn 18",Rapla maakond, Rapla vald, Rapla linn, Võsa tn 18,1971,1971-1980,18,20,72,3,3.0,0,2,1,12.0,12.0,11.1,33.8,361.0,1072.3,300.5,802.0,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,0,0,0.0,F,539.4,150.2
361,112019763,"Viljandi maakond, Viljandi linn, Vase tn 1a",Viljandi maakond, Viljandi linn, Viljandi linn, Vase tn 1a,1968,1961-1970,18,20,72,3,3.0,0,2,1,10.0,10.0,10.6,33.0,361.0,1076.3,286.2,813.9,väikeplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,F,0.0,0.0
239,113019454,"Võru maakond, Võru linn, Tartu tn 28a",Võru maakond, Võru linn, Võru linn, Tartu tn 28a,1961,1961-1970,18,20,72,3,3.0,0,2,1,11.7,11.5,11.8,31.1,359.0,1017.8,68.2,772.4,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,B,0.0,0.0
388,116031848,"Harju maakond, Keila linn, Tuula tee 3",Harju maakond, Keila linn, Keila linn, Tuula tee 3,1979,1971-1980,6,10,27,3,2.0,0,1,1,10.4,10.5,9.9,15.6,151.0,469.3,153.5,352.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,C,5147.0,2384.6
101,116003352,"Harju maakond, Jõelähtme vald, Loo alevik, Toome tee 4",Harju maakond, Jõelähtme vald, Loo alevik, Toome tee 4,1961,1961-1970,18,20,72,3,3.0,0,2,0,12.0,12.0,11.4,31.0,342.0,776.8,64.1,776.8,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1.0,D,431.7,160.1
93,116009203,"Harju maakond, Kose vald, Kose alevik, Kodu tn 16",Harju maakond, Kose vald, Kose alevik, Kodu tn 16,1972,1971-1980,18,20,72,3,3.0,0,2,1,12.0,12.0,11.5,33.0,361.0,1131.3,337.9,793.4,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,0,0.0,D,493.29999999999995,149.4
44,116033757,"Harju maakond, Saue vald, Riisipere alevik, Metsa tn 16",Harju maakond, Saue vald, Riisipere alevik, Metsa tn 16,1973,1971-1980,18,20,72,3,3.0,0,2,1,11.8,12.0,11.6,33.0,354.0,1106.8,341.2,831.6,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,0,0.0,G,0.0,0.0
283,108017305,"Lääne-Viru maakond, Tapa vald, Tapa linn, Pikk tn 13",Lääne-Viru maakond, Tapa vald, Tapa linn, Pikk tn 13,1962,1961-1970,18,20,60,3,6.0,0,1,1,15.0,15.0,13.5,36.8,477.0,1268.4,259.0,815.6,tellis,6,2,'plekk',"'kohtküte', 'kaugküte', 'lokaalküte'",0,1,0,0,0,1.0,B,0.0,0.0
100,101003981,"Harju maakond, Tallinn, Nõmme linnaosa, Tähe tn 40",Harju maakond, Tallinn, Nõmme linnaosa, Tähe tn 40,1978,1971-1980,19,20,136,4,1.1875,0,4,1,17.2,17.0,18.0,20.0,765.2,2638.7,614.0,2131.0,tellis,9,5,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1.0,E,3483.0,1229.0
275,108003353,"Lääne-Viru maakond, Kadrina vald, Kihlevere küla, Aia tee 1",Lääne-Viru maakond, Kadrina vald, Kihlevere küla, Aia tee 1,1977,1971-1980,19,20,71,2,2.375,0,4,1,9.6,9.5,12.3,49.9,700.0,1389.5,522.0,916.6,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,1,1.0,E,504.1,147.51000000000002
134,116018988,"Harju maakond, Saku vald, Saku alevik, Teaduse tn 3",Harju maakond, Saku vald, Saku alevik, Teaduse tn 3,1975,1971-1980,20,20,74,5,4.0,0,1,0,17.0,17.0,16.2,16.4,264.0,1230.8,320.6,1032.0,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,1.0,C,769.6,206.8
384,104030010,"Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 19",Tartu maakond, Tartu linn, Tartu linn, Tiigi tn 19,1958,1951-1960,21,20,62,4,1.75,0,3,1,18.0,18.0,14.2,35.4,472.0,1777.7,353.4,1777.7,tellis,4,0,'plekk',"'kaugküte', 'kohtküte'",0,1,0,0,0,1.0,A,846.0,320.6
368,108021170,"Lääne-Viru maakond, Vinni vald, Piira küla, Õhtu tn 2",Lääne-Viru maakond, Vinni vald, Piira küla, Õhtu tn 2,1982,1981-1990,21,20,105,3,2.3333333333333335,0,3,1,13.0,13.0,,,667.0,2035.0,472.1,1392.4,suurplokk,18,14,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'lokaalküte'",1,0,0,1,0,1.0,C,994.2,258.5
293,104023618,"Tartu maakond, Tartu linn, Tartu linn, Lao tn 2a",Tartu maakond, Tartu linn, Tartu linn, Lao tn 2a,1918,1911-1920,21,20,60,3,7.0,0,1,1,13.8,14.0,24.2,26.1,443.7,1069.4,105.0,999.0,tellis,5,1,'muu',"'kaugküte', 'kohtküte'",0,1,0,0,0,1.0,C,819.4,148.89999999999998
347,104036107,"Tartu maakond, Tartu linn, Ilmatsalu alevik, Kooli tee 1",Tartu maakond, Tartu linn, Ilmatsalu alevik, Kooli tee 1,1982,1981-1990,24,20,116,3,2.0,0,4,1,12.0,12.0,11.7,71.4,785.0,2229.7,708.8,1730.1,suurplokk,10,6,'eterniit','kaugküte',0,1,0,1,0,0.0,F,1170.7,336.9
268,106008063,"Saare maakond, Saaremaa vald, Kärla alevik, Pargi tn 3",Saare maakond, Saaremaa vald, Kärla alevik, Pargi tn 3,1987,1981-1990,24,20,115,3,2.0,0,4,1,10.2,10.0,11.5,71.7,731.0,2314.4,717.3,1800.0,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)',"'kohtküte', 'kaugküte'",0,1,0,1,0,0.0,D,680.8,122.4
138,107012917,"Järva maakond, Järva vald, Järva-Jaani alev, Kase tn 8",Järva maakond, Järva vald, Järva-Jaani alev, Kase tn 8,1982,1981-1990,24,20,104,3,2.0,0,4,1,12.0,12.0,43.4,440.0,649.0,2064.5,239.3,1608.3,suurplokk,14,10,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,1,0,0.0,C,1129.0,332.0
337,108010901,"Lääne-Viru maakond, Rakvere linn, Mulla tn 7",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Mulla tn 7,1974,1971-1980,24,20,134,4,2.0,0,3,1,13.1,13.0,14.1,56.5,732.0,2546.1,613.8,2030.5,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,B,892.4,172.0
241,108014547,"Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Astri tn 3",Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Astri tn 3,1985,1981-1990,24,20,114,3,2.0,0,4,1,11.6,11.5,16.0,71.1,811.0,1740.6,181.2,1774.0,suurplokk,6,2,'plekk',"'kohtküte', 'lokaalküte'",0,1,0,0,0,0.0,C,875.9,198.4
143,109005158,"Rapla maakond, Kehtna vald, Kehtna alevik, Staadioni tn 3",Rapla maakond, Kehtna vald, Kehtna alevik, Staadioni tn 3,1984,1981-1990,24,20,116,3,2.0,0,4,1,12.4,12.5,10.6,71.8,729.0,2221.4,655.1,1786.0,suurplokk,12,8,'plekk','kaugküte',0,1,0,1,0,0.0,C,0.0,0.0
298,109013162,"Rapla maakond, Märjamaa vald, Märjamaa alev, Pärna tn 12",Rapla maakond, Märjamaa vald, Märjamaa alev, Pärna tn 12,1982,1981-1990,24,20,120,3,2.0,0,4,1,10.1,10.0,,,661.0,1977.4,557.8,1601.0,tellis,6,2,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,D,1088.0,212.0
8,109017246,"Rapla maakond, Rapla vald, Rapla linn, Metsapargi tn 4",Rapla maakond, Rapla vald, Rapla linn, Metsapargi tn 4,1989,1981-1990,24,20,115,3,2.0,0,4,1,12.8,13.0,17.4,71.9,729.0,2196.0,629.3,1647.0,suurplokk,6,2,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,1,0,0.0,D,1543.73,267.82
159,110009215,"Põlva maakond, Põlva vald, Põlva linn, Pihlaka tn 8",Põlva maakond, Põlva vald, Põlva linn, Pihlaka tn 8,1980,1971-1980,24,20,116,3,2.0,0,4,1,12.1,12.0,11.7,71.9,745.0,2139.4,411.3,1686.0,suurplokk,16,12,,'kaugküte',0,1,0,1,0,0.0,E,1422.3999999999999,301.4
170,111032366,"Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 12",Valga maakond, Tõrva vald, Tõrva linn, Ehitaja tn 12,1989,1981-1990,24,20,113,4,2.0,0,3,1,13.0,13.0,11.0,55.0,560.0,2011.6,481.9,1640.0,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,B,751.0,127.0
109,112003123,"Viljandi maakond, Põhja-Sakala vald, Olustvere alevik, Keskuse tn 7",Viljandi maakond, Põhja-Sakala vald, Olustvere alevik, Keskuse tn 7,1988,1981-1990,24,20,104,3,2.0,0,4,1,11.6,11.5,,,695.0,1941.1,266.8,1622.2,suurplokk,6,2,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,1,0,0.0,B,1156.0,237.0
90,112013615,"Viljandi maakond, Viljandi vald, Viiratsi alevik, Sõpruse tn 10",Viljandi maakond, Viljandi vald, Viiratsi alevik, Sõpruse tn 10,1984,1981-1990,24,20,109,3,2.0,0,4,1,10.8,11.0,,,759.0,2264.8,748.6,1732.0,suurplokk,18,14,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,C,1477.0,345.5
39,112013656,"Viljandi maakond, Viljandi vald, Uusna küla, Pärna tee 3",Viljandi maakond, Viljandi vald, Uusna küla, Pärna tee 3,1980,1971-1980,24,20,116,3,2.0,0,4,1,11.7,11.5,11.7,72.0,941.0,2170.0,581.6,1749.0,väikepaneel,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',1,0,0,1,0,1.0,B,705.6,131.39999999999998
126,112016747,"Viljandi maakond, Viljandi linn, Loode tn 7",Viljandi maakond, Viljandi linn, Viljandi linn, Loode tn 7,1974,1971-1980,24,20,114,3,2.0,0,4,1,10.0,10.0,,,558.0,1648.7,483.6,1322.6,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0.0,C,1049.2,293.2
41,113012246,"Võru maakond, Võru vald, Sõmerpalu alevik, Heki tn 1",Võru maakond, Võru vald, Sõmerpalu alevik, Heki tn 1,1989,1981-1990,24,20,110,3,2.0,0,4,1,11.5,11.5,12.5,80.0,828.0,2381.6,88.8,1908.4,suurplokk,15,12,'eterniit','kaugküte',0,1,0,1,0,0.0,C,1221.6,306.8
94,116008555,"Harju maakond, Kose vald, Kose-Uuemõisa alevik, Välja tn 2",Harju maakond, Kose vald, Kose-Uuemõisa alevik, Välja tn 2,1984,1981-1990,24,20,116,3,2.0,0,4,1,10.8,11.0,,,769.0,2147.1,627.0,1845.7,suurplokk,6,2,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0.0,D,1366.7,513.1
202,116017286,"Harju maakond, Raasiku vald, Aruküla alevik, Sügise tn 4",Harju maakond, Raasiku vald, Aruküla alevik, Sügise tn 4,1980,1971-1980,24,20,116,3,2.0,0,4,1,12.1,12.0,10.9,71.8,833.7,2333.2,794.4,1762.1,suurplokk,12,8,'plekk','kaugküte',0,1,0,1,0,0.0,D,445.4,111.6
196,116018200,"Harju maakond, Rae vald, Vaida alevik, Rukkilille tn 13",Harju maakond, Rae vald, Vaida alevik, Rukkilille tn 13,1988,1981-1990,24,20,116,3,2.0,0,4,1,9.4,9.5,,,790.0,2188.1,650.0,1863.1,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,1,0,0.0,,1044.0,267.0
279,102006737,"Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Pargi tn 55a",Ida-Viru maakond, Jõhvi vald, Jõhvi linn, Pargi tn 55a,1988,1981-1990,24,20,105,3,2.6666666666666665,0,3,1,11.5,11.5,15.6,44.5,574.0,1828.6,72.3,1372.3,suurplokk,4,0,'eterniit','kaugküte',0,1,0,1,0,0.0,C,779.5,202.2
18,104031294,"Tartu maakond, Tartu linn, Ilmatsalu alevik, Kooli tee 3",Tartu maakond, Tartu linn, Ilmatsalu alevik, Kooli tee 3,1992,1991-2000,24,20,118,3,2.6666666666666665,0,3,1,12.0,12.0,13.0,55.0,418.0,1975.8,490.2,1627.0,suurpaneel,4,0,,'kaugküte',0,1,0,1,0,1.0,D,0.0,0.0
